Halo,Beyonce,"Remember those walls I built?
Well, baby, they're tumbling down
And they didn't even put up a fight
They didn't even make a sound
I found a way to let you in
But I never really had a doubt
Standin' in the light of your halo
I got my angel now
It's like I've been awakened
Every rule I had you breakin'
It's the risk that I'm takin'
I ain't never gonna shut you out
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my saving grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
Hit me like a ray of sun
Burning through my darkest night
You're the only one that I want
Think I'm addicted to your light
I swore I'd never fall again
But this don't even feel like fallin'
Gravity can't begin
To pull me back to the ground again
It's like I've been awakened
Every rule I had you breakin'
The risk that I'm takin'
I'm never gonna shut you out
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my saving grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
Halo
Halo
Everywhere I'm lookin' now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my saving grace
You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo
I can see your halo (halo) halo"
"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,"you say I only hear what I want to
You say I talk so all the time, so
And I thought what I felt was simple
And I thought that I don't belong
And now that I am leaving
Now I know that I did something wrong
'Cause I missed you
Yeah, yeah, I missed you
And you say I only hear what I want to
I don't listen hard
Don't pay attention to the distance that you're running
To anyone, anywhere
I don't understand if you really care
I'm only hearing negative, no, no, no
So I, I turned the radio on, I turned the radio up
And this woman was singing my song
Lover's in love and the other's run away
Lover is crying 'cause the other won't stay
Some of us hover when we weep for the
Other who was dying since the day they were born
Well, well, this is not that
I think that I'm throwing, but I'm thrown
And I thought I'd live forever, but now I'm not so sure
You try to tell me that I'm clever
But that won't take me anyhow or anywhere with you
You said that I was naive
And I thought that I was strong
I thought, 'Hey, I can leave, I can leave'
Oh, but now I know that I was wrong
'Cause I missed you
Yeah, I miss you
You said you caught you 'cause you
Want me and one day you'll let me go
You'll try to give away a keeper or keep me
'Cause you know you're just so scared to lose
And you say, 'Stay'
You say I only hear what I want to"
Without You,David Guetta Featuring Usher,"I can't win, I can't reign
I will never win this game
Without you, without you
I am lost, I am vain
I will never be the same
Without you, without you
I won't run, I won't fly
I will never make it by
Without you, without you
I can't rest, I can't fight
All I need is you and I
Without you, without you
Oh, oh, oh
You, you, you
Without
You, you, you
Without you
Can't erase, so I'll take blame
But I can't accept that we're estranged
Without you, without you
I can't quit now, this can't be right
I can't take one more sleepless night
Without you, without you
I won't soar, I won't climb
If you're not here, I'm paralyzed
Without you, without you
I can't look, I'm so blind
I lost my heart, I lost my mind
Without you, without you
Oh, oh, oh
You, you, you
Without
You, you, you
Without you
I am lost, I am vain
I will never be the same
Without you, without you
Without you"
Irreplaceable,Beyonce,"To the left, to the left
To the left, to the left (hm)
To the left, to the left
Everything you own in the box to the left
In the closet, that's my stuff
Yes, if I bought it, please don't touch (don't touch)
And keep talking that mess, that's fine
Could you walk and talk at the same time?
And it's my name that's on that Jag'
So remove your bags, let me call you a cab
Standing in the front yard
Tellin' me how I'm such a fool
Talkin' 'bout, how I'll never ever find a man like you
You got me twisted
You must not know 'bout me
You must not know 'bout me
I could have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me
You must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking
You're irreplaceable
So go ahead and get gone
Call up that chick and see if she's home
Oops, I bet you thought that I didn't know
What did you think I was puttin' you out for?
Because you was untrue
Rolling her around in the car that I bought you
Baby, drop them keys
Hurry up before your taxi leaves
Standing in the front yard
Tellin' me how I'm such a fool
Talkin' 'bout how I'll never ever find a man like you
You got me twisted
You must not know 'bout me
You must not know 'bout me
I could have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me
You must not know 'bout me
I'll have another you by tomorrow
So don't you ever for a second get to thinking
You're irreplaceable (irreplaceable)
So since I'm not your everything
How about I'll be nothing?
Nothing at all to you (nothing)
Baby, I won't shed a tear for you (I won't shed a tear)
I won't lose a wink of sleep
'Cause the truth of the matter is
Replacing you was so easy
To the left, to the left
To the left, to the left (hm)
To the left, to the left
Everything you own in the box to the left
To the left, to the left
Don't you ever for a second get to thinking
You're irreplaceable
You must not know 'bout me
You must not know 'bout me
I can have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me
You must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking
You must not know 'bout me (baby)
You must not know 'bout me
I can have another you in a minute
Matter of fact, he'll be here in a minute
You could pack all your things, we're finished (you must not know 'bout me)
'Cause you made your bed, now lay in it (you must not know 'bout me)
I can have another you by tomorrow
Don't you ever for a second get to thinking
You're irreplaceable"
It's All Coming Back To Me Now,Celine Dion,"There were nights when the wind was so cold
That my body froze in bed if just listened to it
Right outside the window
There were days when the sun was so cruel
That all the tears turned to dust, and I just knew my eyes were drying up
Forever (forever)
I finished crying in the instant that you left
And I can't remember where or when or how
And I banished every memory you and I had ever made
But when you touch me like this, and you hold me like that
I just have to admit that it's all coming back to me
When I touch you like this, and I hold you like that
It's so hard to believe, but it's all coming back to me
It's all coming back, it's all coming back to me now
There were moments of gold, and there were flashes of light
There were things I'd never do again, but then they'd always seemed right
There were nights of endless pleasure, it was more than any laws allow
Baby, baby
If I kiss you like this, and if you whisper like that
It was lost long ago, but it's all coming back to me
If you want me like this, and if you need me like that
It was dead long ago, but it's all coming back to me
It's so hard to resist, and it's all coming back to me
I can barely recall, but it's all coming back to me now
But it's all coming back
There were those empty threats and hollow lies
And whenever you tried to hurt me, I just hurt you even worse
And so much deeper
There were hours that just went on for days
When alone at last, we'd count up all the chances that were lost to us
Forever (forever)
But you were history with the slamming of the door
And I made myself so strong again somehow
And I never wasted any of my time on you since then
But if I touch you like this, and if you kiss me like that
It was so long ago, but it's all coming back to me
If you touch me like this, and if I kiss you like that
It was gone with the wind, but it's all coming back to me
It's all coming back, it's all coming back to me now
There were moments of gold, and there were flashes of light
There were things we'd never do again, but then they'd always seemed right
There were nights of endless pleasure, it was more than all your laws allow
Baby, baby, baby
When you touch me like this, and when you hold me like that
It was gone with the wind, but it's all coming back to me
When you see me like this, and when I see you like that
Then we see what we want to see, all coming back to me
The flesh and the fantasies, all coming back to me
I can barely recall, but it's all coming back to me now
If you forgive me all this, if I forgive you all that
We forgive and forget, and it's all coming back to me
When you see me like this, and when I see you like that
We see just what we want to see, all coming back to me
The flesh and the fantasies, all coming back to me
I can barely recall, but it's all coming back to me now
(It's all coming back to me now)
And when you kiss me like this (it's all coming back to me now)
And when I touch you like that (it's all coming back to me now)
And if you do it like this (it's all coming back to me now)
And if we"
Landslide,Dixie Chicks,"I took my love and I took it down
I climbed a mountain then I turned around
And I saw my reflection in a snow covered hills
Well, the landslide brought me down
Oh, mirror in the sky, what is love?
Can the child within my heart rise above?
Can I sail through the changing ocean tides?
Can I handle the seasons of my life?
Uh-uh (uh-uh)
Uh-uh (uh-uh), uh-uh, uh
Well, I've been afraid of changin'
'Cause I built my life around you
But time makes you bolder, children get older
I'm getting older too, well
Well, I've been afraid of changin'
'Cause I built my life around you
But time makes you bolder, children get older
And I'm getting older too
Well, I'm getting older too
So, take this love and take it down
Yeah, and if you climb a mountain and ya turn around
And if you see my reflection in the snow covered hills
Well, the landslide brought me down
And if you see my reflection in the snow covered hills
Well, maybe
Well, maybe
Well, maybe
The landslide will bring you down"
Our Lips Are Sealed,Go-Go's,"Can you hear them?
They talk about us
Telling lies
Well, that's no surprise
Can you see them?
See right through them
They have no shield
No secrets to reveal
Doesn't matter what they say
In the jealous games people play
Hey, hey, hey
Our lips are sealed
There's a weapon
That we must use
In our defense
Silence
When you look at them
Look right through them
That's when they'll disappear
That's when we'll be feared
It doesn't matter what they say
In the jealous games people play
Hey, hey, hey
Our lips are sealed
Pay no mind to what they say
It doesn't matter anyway
Hey, hey, hey
Our lips are sealed
Hush, my darling
Don't you cry
Quiet angel
Forget their lies
Can you hear them?
They talk about us
Telling lies
Well, that's no surprise
Can you see them?
See right through them
They have no shield
No secrets to reveal
Doesn't matter what they say
In the jealous games people play
Hey, hey, hey
Our lips are sealed
Pay no mind to what they say
It doesn't matter anyway
Hey, hey, hey
Our lips are sealed
Our lips are sealed
Oh, our lips are sealed"
Back 2 Good,matchbox 20,"It's nothing, it's so normal
You just stand there, I could say so much
But I don't go there 'cause I don't want to
I was thinking, if you were lonely
Maybe we could leave here and no one would know
At least not to the point that we would think so
And everyone here knows everyone here is thinking about somebody else
Well it's best if we all keep this under our heads
I couldn't tell if anyone here was feeling the way I do
But I'm lonely now
And I don't know how to get it back to good
This don't mean that you own me
Well, this ain't no good, in fact it's funny as hell
But things worked out just like you wanted to
If you see me out, you don't know me
Try to turn your head, try to give me some room
To figure out just what I'm going to do
'Cause everyone here hates everyone here for doing just like they do
And it's best if we all keep this quiet instead
And I couldn't tell why everyone here was doing me like they do
And I'm sorry now
And I don't know how to get it back to good
And everyone here is wondering what it's like to be with somebody else
And everyone here's to blame
And everyone here gets caught up in the pleasure of the pain
Yeah, well everyone here hides shades of shame
But looking inside we're the same, we're the same
And we're all grown now
Yeah, but we don't know how to get it back to good
But everyone here knows everyone here is thinking 'bout somebody else
And it's best if we all keep this under our heads (yeah, our heads)
Yeah, see, I couldn't tell now, if anyone here was feeling the way I do
But it's over now
Yeah, I don't know how
Guess it's over now
There's no getting back to good"
Falling,LeBlanc & Carr,"I think about winter when I was with her
And the snow was falling down
Warmed by the fire I love being by her
When there's no one else around
And I'm falling, woah, I'm falling
I'm falling in love with you
I think about summer my head was swimming
You wrote my name in the sand
We walked together hoping forever
Please don't let go of my hand
Cause I'm falling, woah, I'm falling
I'm falling in love with you
The fall and the springtime were like in between time
You're here and then you're gone away
Woah, I just wanted to say
Won't you please, please stay
Cause I'm falling, woah, I'm falling
I'm falling in love with you
In love with you
In love with you"
Sweet Dreams,Beyonce,"Turn the lights on!
Every night I rush to my bed
With hopes that maybe I'll get a chance to see you
When I close my eyes, I'm going out of my head
Lost in a fairytale, can you hold my hands and be my guide?
Clouds filled with stars cover your skies
And I hope it rains, you're the perfect lullaby
What kind of dream is this?
You can be a sweet dream or a beautiful nightmare
Either way I don't wanna wake up from you (turn the lights on)
Sweet dream or a beautiful nightmare
Somebody pinch me
Your love's too good to be true (turn the lights on)
My guilty pleasure, I ain't going nowhere
Baby 'long as you're here, I'll be floating on air, 'cause you're mine
You can be a sweet dream or a beautiful nightmare
Either way, I don't wanna wake up from you (turn the lights on)
I mention you when I say my prayers
I wrap you around all of my thoughts
Boy, you my temporary high
I wish that when I wake up you're there
To wrap your arms around me for real
And tell me you'll stay by my side
Clouds filled with stars cover your skies (cover your skies)
And I hope it rains, you're the perfect lullaby
What kind of dream is this?
You can be a sweet dream or a beautiful nightmare
Either way I don't wanna wake up from you (turn the lights on)
Sweet dream or a beautiful nightmare
Somebody pinch me
Your love's too good to be true (turn the lights on)
My guilty pleasure, I ain't going nowhere
Baby 'long as you're here, I'll be floating on air, 'cause you're mine
You can be a sweet dream or a beautiful nightmare
Either way, I don't wanna wake up from you (turn the lights on)
Tattoo your name across my heart
So it will remain
Not even death could make us part
What kind of dream is this?
You can be a sweet dream or a beautiful nightmare
Either way I don't wanna wake up from you (turn the lights on)
Sweet dream or a beautiful nightmare
Somebody pinch me
Your love's too good to be true (turn the lights on)
My guilty pleasure, I ain't going nowhere
Baby 'long as you're here, I'll be floating on air, 'cause you're mine
You can be a sweet dream or a beautiful nightmare
Either way, I don't wanna wake up from you (turn the lights on)
Either way, I don't wanna wake up from you"
I'll Never Get Over You (Getting Over Me),Expose,"I hear you're taking the town again
Having a good time with all your good time friends
I don't think that you think of me
You're on your own now, and I'm alone and free
I know that I should get on with my life
But a life lived without you could never be right
As long as the stars shine down from the heavens
Long as the rivers run to the sea
I'll never get over you getting over me
I try to smile so the hurt won't show
Tell everybody I was glad to see you go
But the tears just won't go away (won't go away)
Loneliness found me
Looks like it's here to stay
I know that I oughta find someone new
But all I find is myself always thinking of you
As long as the stars shine down from the heavens
Long as the rivers run to the sea
I'll never get over you getting over me
Oh, no matter what I do
Each night's a lifetime to live through
I can't go on like this
I need your touch
You're the only one I'll ever love, oh
And as long as the stars shine down from the Heavens
Long as the rivers run to the sea
I'll never get over you getting over me
I'll never get over you getting over-
Never get over you getting over-
I'll never get over you getting over me"
You And I,Eddie Rabbitt With Crystal Gayle,"Just you and I
Sharing our love together
And I know in time
We'll build the dreams we treasure
We'll be all right just you and I
Just you and I
Just you and I
Sharing our love together
And I know in time
And I know in time
We'll build the dreams we treasure
And we'll be all right
Just you and I
And I remember our first embrace
That smile that was on your face
The promises that we made
And now your love is my reward
And I love you even more
Than I ever did before
Just you and I
Just you and I
We can entrust each other
With you in my life
With you in my life
They'll never be another
We'll be all right
Just you and I
And I remember our first embrace
That smile that was on your face
The promises that we made
And now your love is my reward
And I love you even more
Than I ever did before
We made it you and I"
I Know There's Something Going On,Frida,"I can see that it won't be long
You grow cold when you keep holding on
You know you've changed and your words, they lie
That's something you can't deny
I call, you're not at home
You're home, but you're not alone
If you wanna leave, then why don't you say it?
Your love has gone, anyway
I know there's something going on
I know there's something going on
I know it won't be long
Won't be long before you're gone
There's something going on
There's something going on
I know a good thing must come to an end
But it's hard to take losing a friend
I know what you think, and what's in your mind
So darling, why pretend?
I know there's something going on
I know there's something going on
I know it won't be long
It won't be long before you're gone
There's something going on
There's something going on
There's something going on
There's something going on
I know there's something going on
I know there's something going on
I know it won't be long
Won't be long before you're gone
There's something going on
There's something going on
There's something going on
There's something going on
I know there's something
I know there's something
I know there's something
I know there's something
I know there's something
I know there's something"
Angel,Shaggy Featuring Rayvon,"Now this one's dedicated to all the youths
Who want to say nice things to all them girls
Treat her like diamonds and pearls
Dedicated to all the girls around the world
Now this is Rayvon and Shaggy with a combination you can't miss
Flip this one 'pon the musical disc
Well
Ah, ah, ah, wah, wah, wah
Girl, you're my angel
You're my darling angel
Closer than my peeps you are to me, baby
Shorty, you're my angel
You're my darling angel
Girl, you're my friend
When I'm in need, lady
Life is one big party when you're still young
But who's gonna have your back when it's all done (yeah)
It's all good when you're little, you have pure fun
Can't be a fool, son, what about the long run?
Looking back, shorty always ah mention
Said me not giving her much attention (yeah)
She was there through my incarceration
I wanna show the nation my appreciation
Girl, you're my angel
You're my darling angel
Closer than my peeps you are to me, baby
Shorty, you're my angel
You're my darling angel
Girl, you're my friend
When I'm in need, lady
You're a queen and that's how you should be treated (ah)
Though you never get the lovin' that you needed (yeah)
Could have left, but I called and you heeded
Begged and I pleaded, mission completed
Mama said that I and I dissed the program
Not the type to mess around with her emotion
But the feeling that I have for you is so strong
Been together so long
And this could never be wrong
Girl, you're my angel
You're my darling angel (ah)
Closer than my peeps you are to me, baby (tell her, tell her)
Shorty, you're my angel
You're my darling angel
Girl, you're my friend
When I'm in need, lady (uh, uh)
Girl, in spite of my behavior
Said I'm your savior
(You must be sent from up above)
And you appear to me so tender
Say, girl, I surrender
(Thanks for giving me your love)
Girl, in spite of my behavior
Well, you ah mi savior
(You must be sent from up above)
And you appear to me so tender
Well, girl, I surrender
(Said, thanks for giving me your love)
Now, life is one big party when you're still young
And who's gonna have your back when it's all done?
It's all good when you're little, you have pure fun
Can't be a fool, son, what about the long run? (Yeah)
Looking back, shorty always ah mention
Said, me not giving her much attention
She was there through my incarceration
I wanna show the nation my appreciation
Girl, you're my angel
You're my darling angel
Closer than my peeps you are to me, baby
Shorty, you're my angel
You're my darling angel
Girl, you're my friend
When I'm in need, lady
Girl, you're my angel
You're my darling angel
Closer than my peeps you are to me, baby
Shorty, you're my angel
You're my darling angel
Girl, you're my friend
When I'm in need, lady"
"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,"They say it's a river, that circles the Earth
A beam of light shinin' to the edge of the universe
It conquers all
It changes everything
They say it's a blessing
They say it's a gift
They say it's a miracle and I believe that it is
It conquers all
But it's a mystery
Love breaks your heart
Love takes no less than everything
Love makes it hard
And it fades away
So easily
In this world we've created
In this place that we live
In the blink of an eye babe, the darkness slips in
Love lights the world
Unites the lovers for eternity
Love breaks the chains
Love aches for every one of us
Love takes the tears and the pain
And then turns it into the beauty that remains
Look at this place
It was paradise
But now it's dying
I'll pray for love
I'll take, my chances that it's not too late
Love breaks your heart
Love takes no less than everything
Love makes it hard
And it fades away
So easily
And it fades away so easily
Oh Oh Oh"
That's The Way It Is,Celine Dion,"Yeah
I can read your mind, and I know your story
I see what you're going through, yeah
It's an uphill climb, and I'm feeling sorry
But I know it will come to you, yeah
Don't surrender, 'cause you can win
In this thing called ""Love""
When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith
Love comes to those who believe it
And that's the way it is
When you question me for a simple answer
I don't know what to say, no
But it's plain to see, if you stick together
You're gonna find the way, yeah
So don't surrender, 'cause you can win
In this thing called ""Love""
When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith
Love comes to those who believe it
And that's the way it is
(That's the way it is)
When life is empty with no tomorrow
And loneliness starts to call (loneliness starts to call)
Baby, don't worry, forget your sorrow
'Cause love's gonna conquer it all, all
When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith
Love comes to those who believe it
(And that's the way it is)
(There's no easy way out)
(When you're ready to go)
(And your heart's left in doubt)
Don't give up on your faith
Love comes to those who believe it
And that's the way it is
That's the way it is (that's the way it is)
That's the way it is (that's the way it is)
Don't give up on your faith
Love comes to those who believe it
And that's the way it is"
Baby Boy,Beyonce Featuring Sean Paul,"Certified quality
A dat di gyaldem need and dem cry fi everyday without apology
Buck dem di right way, dat a my policy
Sean da Paul 'longside Beyoncé
Now hear what di man seh
Dis a dutty yeah, dutty yo
Dutty yeah, dutty yo
Beyoncé, sing it now, ya
Baby boy, you stay on my mind, fulfill my fantasies (come on, girl, tell me how you feel)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Baby boy, not a day goes by without my fantasies (come on, girl, tell me what's the deal)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Ah, oh, my baby's fly, baby, oh (yeah, yeah)
Yes, no, hurt me so good, baby, oh (this hot)
I'm so wrapped up in your love, let me go (uh, yo)
Let me breathe, stay out my fantasies (yo, yo, yo, yo, alright)
Well woman a ready fi gimme di ting, deh ready fi really get it live
Tellin' mi all about di tings weh you ah fantasize
I know yuh dig di way mi step, di way mi mek mi stride
Follow yuh feelings, baby girl, because they cannot be denied
Come get mi inna di night and mek wi get it damplified
I nuh quick fi run di ship, mi nah go slip, mi nah go slide
In odder words yuh love I got to get well certified
Fi give yuh di tuffest longest type of ride, girl
Baby boy, you stay on my mind, fulfill my fantasies (come on, girl, tell me how you feel)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Baby boy, not a day goes by without my fantasies (come on, girl, tell me what's the deal)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Picture us dancin' real close in a dark, dark corner of a basement party (oh, na, na, na)
Every time I close my eyes it's like everyone left, but you and me (oh, na, na, na)
In our own little world, the music is the sun, the dancefloor becomes the sea (a wi done, girl)
Feels like true paradise to me, yeah (introverted, oh, na, na, na)
Baby boy, you stay on my mind, fulfill my fantasies (come on, girl, tell me how you feel)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Baby boy, not a day goes by without my fantasies (come on, girl, tell me what's the deal)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Baby boy, you stay on my mind (yo, yo, B)
Baby boy, you are so damn fine (yeah, yeah, girl)
Baby boy, won't you be mine? (Yo, yo, B)
Baby boy, let's conceive an angel
Baby boy, you stay on my mind (yo, yo, B) (oh)
Baby boy, you are so damn fine (yeah, yeah, girl) (oh)
Baby boy, won't you be mine? (Yo, yo, B) (oh)
Baby boy, let's conceive an angel
Di world is a drop top, girl
Mi and yuh together is a wrap, dat, girl
Drive 'round di town inna yuh drop top, girl, yuh nuh stop shop, girl
Likkle more di Dutty waan rock dat world
It's a drop top, girl
Mi and yuh together is a wrap, dat, girl
Drive 'round di town inna yuh drop top, girl, yuh nuh stop shop, girl
Likkle more di Dutty waan rock dat world
Baby boy, you stay on my mind, fulfill my fantasies (come on, girl, tell me how you feel)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
Baby boy, not a day goes by without my fantasies (come on, girl, tell me what's the deal)
I think about you all the time, I see you in my dreams (yuh done know di love is real)
B stepping in hotter this year (hotter, hotter anna ya)
B stepping in hotter this year (hotter, hotter anna ya)
I know you gon' like it
I know you gon' like it
I'm stepping up hotter this year (hotter, hotter anna ya)
I'm stepping up hotter this year (hotter, hotter anna ya)
So don't you fight it
So don't you fight it"
Caroline,Amine,"Listen man
What's up?
I heard you done got you a dime piece, man
Hell naw, man
One of them Beyoncé, Meagan Good types, man
Nah, nah, nah
Is that true, man?
I just wanna know
Probably not
I mean, shit to be honest with you, man, she's a-
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Fuck you thought?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
'Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Better boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved
'Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my-
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Aha, what?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
'Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Bet a boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved
'Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my-
Bad thang, bad, bad, bad, bad thang, thang, thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad, thang, thang
Bad thang, thang, thang, bad, b-bad, bad thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad"
I Don't F**k With You,Big Sean Featuring E-40,"Say
Say
Say you love me
Say you love me
I don't fuck with you
You lil' stupid ass bitch, I ain't fuckin' with you
You lil', you lil' dumb ass bitch, I ain't fuckin' with you
I got a million trillion things I'd rather fuckin' do
Than to be fuckin' with you, lil' stupid ass
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you, or anything that you do
Don't give a fuck about you, or anything that you do
I heard you got a new man, I see you takin' a pic
Then you post it up, thinkin' that it's makin' me sick
Brrr brrr, I see you calling, I be makin' it quick
I'ma answer that shit like, ""I don't fuck with you""
Bitch I got no feelings to go
I swear I had it up to here, I got no ceilings to go
I mean for real, fuck how you feel
Fuck your two cents if it ain't goin' towards the bill, yeah
And everyday I wake up celebratin' shit, why?
Cause I just dodged a bullet from a crazy bitch
I stuck to my guns, that's what made me rich
That's what put me on, that's what got me here
That's what made me this
And everything that I do is my first name
These hoes chase bread, aw damn, she got a bird brain
Ain't nothin' but trill in me, aw man, silly me
I just bought a crib, three stories, that bitch a trilogy
And you know I'm rollin' weed that's fuckin' up the ozone
I got a bitch that text me, she ain't got no clothes on
And then another one text, then your ass next
And I'ma text your ass back like
I don't fuck with you
You lil' stupid ass bitch, I ain't fuckin' with you
You lil', you lil' dumb ass bitch, I ain't fuckin' with you
I got a million trillion things I'd rather fuckin' do
Than to be fuckin' with you, lil' stupid ass
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you, or anything that you do
Don't give a fuck about you, or anything that you do
Got a million things on my mind, executive deals online
Limited amount of time
Chasin' these dollar signs and you ain't on your grind
You liable to find me up in the MGM casino in the D
Fuckin' off fetti I coulda put on property
From the Bay to the Murder Mitten, my niggas put murder missions
She choosin', that's her decision, free my niggas in prison
On the phone with a bitch who can't do shit
For a pimp but make a nigga hella rich
Got a blunt in my dental, goin' HAM in a rental
On my way, to Sacramento, late night, Arsenio
I'm never sentimental, go hard or go homeless
Barely Harley, I'm chromeless, you might end up domeless
I bet you she into me, her cheddar, she givin' me
I'll make a bitch stand outside forever like the Statue of Liberty
Rest in pimp, Pimp C, underground king of the South
I raise my Styrofoam up, and pour some drank in my mouth
Why you always coming around with bad news?
Say you want me to win, but hope I lose
Askin' if I rock with other niggas in the crew
But them niggas cool, it's just that
Bitch, I ain't fuckin' with you (lil' biatch!)
You lil' stupid ass bitch, I ain't fuckin' with you
You lil', you lil' dumb ass bitch, I ain't fuckin' with you
I got a million trillion things I'd rather fuckin' do
Than to be fuckin' with you, lil' stupid ass
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you
Or anything that you do
Don't give a fuck about you, or anything that you do
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you
Or anything that you do
Don't give a fuck about you, or anything that you do
I got a new chick that I gotta thank God for
I got a new whip that I gotta thank the lot for
Yeah I got a lot but want a lot more
Yeah we in the buildin' but I'm tryna take it to the top floor
I swear I hear some new bullshit every day I'm wakin' up
It seems like nowadays everybody breakin' up
That shit can break you down if you lose a good girl
I guess you need a bad bitch to come around and make it up
I guess drama makes for the best content
Everything got a bad side, even a conscience
Now you're drinkin' 'til you're unconscious
Feel me when you get a fine bitch
Just don't forget to read the fine print
Life got me meditatin' like I'm in the Himalayas
Keep it G with the L lit on me like the elevator
Yeah I know that karma's too real so I hope you doin' cool
But still stupid ass bitch I ain't fuckin' with you
Little stupid ass, I ain't fuckin with
I ain't fuckin', I ain't I ain't fuckin' with you
I ain't fuckin' with you"
